2,橘焱胡同烧肉夜食(保利店),http://www.dianping.com/shop/57504830,五星商户,http://www.dianping.com/shop/57504830#comment,1,￥,,A,口味.|环境.|服务.1
2,小龙坎老火锅(宝中店),http://www.dianping.com/shop/110699950,准五星商户,http://www.dianping.com/shop/110699950#comment,,￥1,,玉律与玉叉口样A129-132,口味.|环境.|服务.
2,喜茶(深圳机场T3航站楼GO店),http://www.dianping.com/shop/111590391,五星商户,http://www.dianping.com/shop/111590391#comment,,￥,,宝国际航3S-08-01近23登口,口味.1|环境.|服务.
2,顶真牛肉潮式火锅(湾厦店),http://www.dianping.com/shop/65558300,五星商户,http://www.dianping.com/shop/65558300#comment,1,￥,汕,蛇口后1027贸,口味.1|环境.|服务.
2,极炙·台湾精致炭火烧肉(京基100大厦店),http://www.dianping.com/shop/91606013,五星商户,http://www.dianping.com/shop/91606013#comment,,￥,,宝蔡屋围548涵舍3,口味.|环境.|服务.1
2,蘩楼(华强北店),http://www.dianping.com/shop/111515699,五星商户,http://www.dianping.com/shop/111515699#comment,,￥,粤,118,口味.|环境.1|服务.
2,大签门火锅串串(岗厦店),http://www.dianping.com/shop/111521466,四星商户,http://www.dianping.com/shop/111521466#comment,1,￥,,岗融D座103,口味.1|环境.1|服务.
2,馔豚(深圳湾万象城店),http://www.dianping.com/shop/114785564,五星商户,http://www.dianping.com/shop/114785564#comment,1,￥,,粤科苑2888万象B1B142,口味.1|环境.|服务.
2,点都德(龙华店),http://www.dianping.com/shop/96146200,准五星商户,http://www.dianping.com/shop/96146200#comment,11,￥,粤,567UONE优,口味.|环境.|服务.
3,汕头八合里海记牛肉店(海岸城店),http://www.dianping.com/shop/69489452,准五星商户,http://www.dianping.com/shop/69489452#comment,,￥,汕,粤19岸座301A-302A,口味.|环境.|服务.
3,盛和品的米粉铺(民治店),http://www.dianping.com/shop/103662937,准五星商户,http://www.dianping.com/shop/103662937#comment,,￥,,樟坑百易c1-015,口味.1|环境.|服务.1
3,谭鸭血老火锅(向西旗舰店),http://www.dianping.com/shop/112311854,准五星商户,http://www.dianping.com/shop/112311854#comment,,￥11,,10081-6商铺,口味.|环境.|服务.
3,Delisen喜荟萃(车公庙店),http://www.dianping.com/shop/67545248,准五星商户,http://www.dianping.com/shop/67545248#comment,11,￥,,车庙地铁C出口润,口味.|环境.|服务.
3,点都德(皇岗村店),http://www.dianping.com/shop/93428341,五星商户,http://www.dianping.com/shop/93428341#comment,1,￥1,粤,岗下围662-35铺位,口味.1|环境.|服务.
3,梧桐Plus(万象城店),http://www.dianping.com/shop/95706827,五星商户,http://www.dianping.com/shop/95706827#comment,,￥,,宝1881万象润3,口味.|环境.|服务.1
3,野·湖南(九方荟店),http://www.dianping.com/shop/122270856,五星商户,http://www.dianping.com/shop/122270856#comment,,￥11,湘,侨与汇处方荟购物BL209-BL313,口味.1|环境.|服务.
3,优花生活YOFLOWER(海上世界店),http://www.dianping.com/shop/97914288,五星商户,http://www.dianping.com/shop/97914288#comment,,￥1,,望世界A,口味.|环境.|服务.
3,天宝兄弟,http://www.dianping.com/shop/70133256,五星商户,http://www.dianping.com/shop/70133256#comment,,￥1,湘,1首最侧,口味.1|环境.|服务.
3,阿叔小吃,http://www.dianping.com/shop/59272228,准五星商户,http://www.dianping.com/shop/59272228#comment,,￥,,裕裕旁,口味.|环境.|服务.
3,潮香四海·正宗潮汕风味(下沙总店),http://www.dianping.com/shop/67787887,准五星商户,http://www.dianping.com/shop/67787887#comment,,￥,汕,下49,口味.|环境.|服务.
3,点都德(kk one店),http://www.dianping.com/shop/96169094,准五星商户,http://www.dianping.com/shop/96169094#comment,11,￥,粤,时代KKONE购物负,口味.|环境.|服务.
3,潮汕大目牛肉火锅(水围店),http://www.dianping.com/shop/122213376,准四星商户,http://www.dianping.com/shop/122213376#comment,,￥1,汕,田水围意首,口味.|环境.|服务.
3,小春日和·日式料理,http://www.dianping.com/shop/126856474,五星商户,http://www.dianping.com/shop/126856474#comment,,￥1,,苑2座20E房,口味.1|环境.1|服务.
3,翠园JADE GARDEN(益田假日广场店),http://www.dianping.com/shop/8848800,准五星商户,http://www.dianping.com/shop/8848800#comment,,￥,粤,9028益田假日L222-31,口味.|环境.1|服务.
4,绿茶餐厅(龙华壹方天地店),http://www.dianping.com/shop/112134668,准五星商户,http://www.dianping.com/shop/112134668#comment,,￥,,4022壹方地A2,口味.|环境.|服务.1
4,叫嚎·Oyoyster(深圳湾万象城店),http://www.dianping.com/shop/124528749,五星商户,http://www.dianping.com/shop/124528749#comment,,￥,,科苑万象L1L186,口味.|环境.1|服务.
4,Wine Lab新派葡萄酒馆,http://www.dianping.com/shop/75150500,准五星商户,http://www.dianping.com/shop/75150500#comment,1,￥,,侨99103B电铺T馆旁,口味.|环境.1|服务.1
4,点都德(海王店),http://www.dianping.com/shop/113896336,五星商户,http://www.dianping.com/shop/113896336#comment,,￥,粤,2225,口味.|环境.|服务.
4,1949全鸭季(欢乐海岸购物中心店),http://www.dianping.com/shop/18722722,准五星商户,http://www.dianping.com/shop/18722722#comment,11,￥,,白8欢岸购物33,口味.|环境.|服务.
4,马旺子川小馆,http://www.dianping.com/shop/124512568,准五星商户,http://www.dianping.com/shop/124512568#comment,1,￥1,,科苑万象L246,口味.|环境.|服务.
4,百草堂祖传凉茶铺(蛇口店),http://www.dianping.com/shop/9202183,准五星商户,http://www.dianping.com/shop/9202183#comment,11,￥,,蛇口207,口味.|环境.|服务.
4,兔槽江湖菜,http://www.dianping.com/shop/92736290,四星商户,http://www.dianping.com/shop/92736290#comment,,￥,,水围轩豪庭7铺,口味.|环境.|服务.
4,东记美食馆(kk mall店),http://www.dianping.com/shop/90997679,准五星商户,http://www.dianping.com/shop/90997679#comment,,￥,粤,蔡屋围46,口味.|环境.|服务.
4,植藤·匠日本料理,http://www.dianping.com/shop/57596727,五星商户,http://www.dianping.com/shop/57596727#comment,,￥1111,,88洲控股A座44F,口味.1|环境.|服务.
4,邓家传文糕点店,http://www.dianping.com/shop/62619908,四星商户,http://www.dianping.com/shop/62619908#comment,,￥,焙,田126超后身,口味.|环境.|服务.
4,付小姐在成都(国贸店),http://www.dianping.com/shop/122010919,准五星商户,http://www.dianping.com/shop/122010919#comment,111,￥,,2043,口味.|环境.|服务.
4,钢管厂五区小郡肝串串香(梅林卓悦汇店),http://www.dianping.com/shop/124932570,四星商户,http://www.dianping.com/shop/124932570#comment,,￥11,,卓悦汇购物B2下沉旁9铺,口味.|环境.|服务.
4,陈鹏鹏鹅肉饭店(购物公园店),http://www.dianping.com/shop/124149794,五星商户,http://www.dianping.com/shop/124149794#comment,,￥1,汕,269cocoparkB1,口味.|环境.|服务.
4,我爱寿司·有炙气(宝安壹店),http://www.dianping.com/shop/67657734,准五星商户,http://www.dianping.com/shop/67657734#comment,1,￥,,甲岸16栋,口味.|环境.1|服务.
5,青筠焱烧肉·酒巷(福田店),http://www.dianping.com/shop/72341804,五星商户,http://www.dianping.com/shop/72341804#comment,1,￥,/,荣万科域蓝114-115铺,口味.|环境.|服务.1
5,餅來醬鐺·饼来酱挡(流塘店),http://www.dianping.com/shop/102506958,五星商户,http://www.dianping.com/shop/102506958#comment,,￥,,流塘邻里购物,口味.|环境.1|服务.
5,幺麻子藤椒钵钵鸡(东门店),http://www.dianping.com/shop/121550785,四星商户,http://www.dianping.com/shop/121550785#comment,1,￥,,老1234space5,口味.|环境.|服务.
5,老乾杯(深圳湾万象城店),http://www.dianping.com/shop/124341491,五星商户,http://www.dianping.com/shop/124341491#comment,,￥,/,科苑润万象L436-38铺,口味.1|环境.|服务.
5,蘩楼(宝安南路店),http://www.dianping.com/shop/92497372,准五星商户,http://www.dianping.com/shop/92497372#comment,11,￥,粤,罗宝2078豪苑商阁,口味.|环境.|服务.
5,贝乐爷卜卜贝火锅(2019新年聚餐店),http://www.dianping.com/shop/124223818,五星商户,http://www.dianping.com/shop/124223818#comment,,￥,,桃留仙295-1,口味.|环境.|服务.1
5,老乾杯(平安金融中心店),http://www.dianping.com/shop/93772945,五星商户,http://www.dianping.com/shop/93772945#comment,1,￥,/,益田5033,口味.|环境.|服务.1
5,榕意(深业上城店),http://www.dianping.com/shop/98232541,准五星商户,http://www.dianping.com/shop/98232541#comment,1,￥1,,岗5001小L3T3086铺,口味.|环境.|服务.
5,姜虎东白丁烤肉(卓悦汇店),http://www.dianping.com/shop/122555919,准五星商户,http://www.dianping.com/shop/122555919#comment,,￥1,韩,卓悦汇购物6,口味.|环境.|服务.
5,喜鼎海胆水饺(平安金融中心店),http://www.dianping.com/shop/125135654,五星商户,http://www.dianping.com/shop/125135654#comment,11,￥1,,益田5033融商7N701,口味.1|环境.|服务.
5,旬野菜和牛火锅·放题(卓悦intown店),http://www.dianping.com/shop/97429212,准五星商户,http://www.dianping.com/shop/97429212#comment,1,￥11,,卓悦intown商3L328,口味.|环境.|服务.
5,蛇口渔民合作社渔民食堂,http://www.dianping.com/shop/76892542,准五星商户,http://www.dianping.com/shop/76892542#comment,1,￥,,望商务B座8,口味.1|环境.|服务.
5,邻小馆V.O. Bistro(有机农场小酒馆),http://www.dianping.com/shop/97193463,准五星商户,http://www.dianping.com/shop/97193463#comment,1,￥1,,侨绣2,口味.|环境.|服务.
5,V11牛扒餐厅,http://www.dianping.com/shop/111582152,五星商户,http://www.dianping.com/shop/111582152#comment,,￥1,,景社4022壹方地A2L2030,口味.|环境.1|服务.1
5,江味龙虾馆(南山店),http://www.dianping.com/shop/57880853,五星商户,http://www.dianping.com/shop/57880853#comment,,￥1,,庙40地铁H出口,口味.|环境.|服务.
6,稻佐寿司·日本料理(国贸店),http://www.dianping.com/shop/123602847,五星商户,http://www.dianping.com/shop/123602847#comment,,￥,,5铺,口味.|环境.1|服务.1
6,青筠焱烧肉·酒巷(罗湖店),http://www.dianping.com/shop/103589530,五星商户,http://www.dianping.com/shop/103589530#comment,1,￥,/,2019105铺,口味.1|环境.1|服务.
6,御苑日式原味烧肉料理(益田假日店),http://www.dianping.com/shop/90422760,四星商户,http://www.dianping.com/shop/90422760#comment,,￥,/,9028益田假日L3-6铺,口味.|环境.|服务.
6,私房欧厨Les 5 Chef's(蛇口店),http://www.dianping.com/shop/66236153,五星商户,http://www.dianping.com/shop/66236153#comment,,￥,,望玫瑰期1089-10商铺,口味.1|环境.1|服务.
6,肆拾壹號烤肉(龙岗店),http://www.dianping.com/shop/124561950,五星商户,http://www.dianping.com/shop/124561950#comment,1,￥,,如意巷11,口味.1|环境.1|服务.1
6,SMELLY CAT Cafe&Bar 老友记主题店,http://www.dianping.com/shop/122065952,五星商户,http://www.dianping.com/shop/122065952#comment,1,￥,咖啡,1057,口味.1|环境.|服务.
6,冬阴功,http://www.dianping.com/shop/13707523,准五星商户,http://www.dianping.com/shop/13707523#comment,1,￥,,子801栋1,口味.|环境.|服务.
6,竹居烧烤,http://www.dianping.com/shop/127651707,四星商户,http://www.dianping.com/shop/127651707#comment,,,,世界A必客行15米,口味.|环境.|服务.
6,潮香四海·正宗潮汕风味(南山店),http://www.dianping.com/shop/98320322,五星商户,http://www.dianping.com/shop/98320322#comment,1,￥,汕,1110首105-106,口味.|环境.|服务.
6,陶陶居酒家(海岸城店),http://www.dianping.com/shop/108332969,准五星商户,http://www.dianping.com/shop/108332969#comment,11,￥11,粤,33岸517商铺,口味.|环境.|服务.
6,匠传点心(上梅林店),http://www.dianping.com/shop/111984893,准五星商户,http://www.dianping.com/shop/111984893#comment,,￥,粤,73-4,口味.|环境.|服务.
6,蔡澜港式点心(海岸城店),http://www.dianping.com/shop/112629997,准五星商户,http://www.dianping.com/shop/112629997#comment,,￥,粤,33岸购物1172铺,口味.|环境.|服务.
6,鸟酎·烧鸟屋,http://www.dianping.com/shop/75118482,准五星商户,http://www.dianping.com/shop/75118482#comment,,￥1,,然车庙301栋1,口味.|环境.|服务.
6,小草日式料理(海岸店),http://www.dianping.com/shop/113145387,准五星商户,http://www.dianping.com/shop/113145387#comment,,￥,,期103商铺,口味.|环境.|服务.
6,藏山越,http://www.dianping.com/shop/124489652,准五星商户,http://www.dianping.com/shop/124489652#comment,,￥1,,科苑2888万象负B145铺,口味.|环境.|服务.1
7,阿泽西紫菜包饭(怡景中心城店),http://www.dianping.com/shop/123213066,五星商户,http://www.dianping.com/shop/123213066#comment,11,￥,韩,2,口味.|环境.|服务.
7,knockcup一楼半,http://www.dianping.com/shop/98662705,五星商户,http://www.dianping.com/shop/98662705#comment,11,￥,,卓越期栋,口味.1|环境.|服务.
7,鹿角巷The Alley(海岸城店),http://www.dianping.com/shop/101895847,准四星商户,http://www.dianping.com/shop/101895847#comment,1,￥,,岸央B座231铺,口味.|环境.|服务.
7,拾下卜卜贝火锅(车公庙店),http://www.dianping.com/shop/123929437,准五星商户,http://www.dianping.com/shop/123929437#comment,1,￥1,,车庙地铁J1出口100米堂,口味.|环境.|服务.
7,叫嚎Oyster Bar(深业上城店),http://www.dianping.com/shop/98273032,五星商户,http://www.dianping.com/shop/98273032#comment,1,￥,,岗5001品牌L2S213铺,口味.1|环境.1|服务.1
7,海底捞火锅(京基KKONE购物中心店),http://www.dianping.com/shop/127014526,五星商户,http://www.dianping.com/shop/127014526#comment,1,￥1,,下社9289下基时代L129、L218、L219、L220商铺,口味.|环境.1|服务.
7,Home Cafe,http://www.dianping.com/shop/79614490,五星商户,http://www.dianping.com/shop/79614490#comment,1,￥,咖啡,莱水榭5期06,口味.1|环境.|服务.
7,幸福茶吉(南山海岸城店),http://www.dianping.com/shop/122112130,准四星商户,http://www.dianping.com/shop/122112130#comment,1,￥,,与叉口A2-22,口味.|环境.|服务.
7,wann lounge,http://www.dianping.com/shop/97803819,五星商户,http://www.dianping.com/shop/97803819#comment,,￥1,,兰月1栋2209B,口味.|环境.|服务.
7,蘩楼(燕南店),http://www.dianping.com/shop/111982450,五星商户,http://www.dianping.com/shop/111982450#comment,,￥,粤,4749-9,口味.1|环境.1|服务.
7,壹蝦局·粤菜茶点(八卦岭店),http://www.dianping.com/shop/103575573,准五星商户,http://www.dianping.com/shop/103575573#comment,1,￥,粤,卦与卦叉口警务室旁,口味.|环境.1|服务.1
7,I HOLIC PIZZA 艾豪丽披萨(九方购物中心店),http://www.dianping.com/shop/93356268,五星商户,http://www.dianping.com/shop/93356268#comment,,￥,,强方购物顶L509,口味.|环境.|服务.
7,文和友老长沙龙虾馆(梅林店),http://www.dianping.com/shop/96268629,准五星商户,http://www.dianping.com/shop/96268629#comment,1,￥1,,46欣汽车活馆1,口味.|环境.|服务.
7,润园四季椰子鸡(卓悦汇店),http://www.dianping.com/shop/68543142,准五星商户,http://www.dianping.com/shop/68543142#comment,1,￥11,,与叉口角卓悦汇购物5L5-32,口味.|环境.1|服务.
7,利苑酒家(宝安南路店),http://www.dianping.com/shop/3569335,准五星商户,http://www.dianping.com/shop/3569335#comment,1,￥,粤,宝1881万象期3S348,口味.|环境.|服务.
8,韩香亭(学府路店),http://www.dianping.com/shop/121480553,五星商户,http://www.dianping.com/shop/121480553#comment,1,￥,韩,220-3方座馆停车入口旁,口味.|环境.|服务.1
8,蔡南湘味私厨,http://www.dianping.com/shop/97194792,五星商户,http://www.dianping.com/shop/97194792#comment,,￥,湘,漾居,口味.1|环境.|服务.
8,MAGPIE喜鹊派餐厅,http://www.dianping.com/shop/97128627,四星商户,http://www.dianping.com/shop/97128627#comment,,￥,,侨意A5-125,口味.|环境.|服务.
8,鸿运打边炉,http://www.dianping.com/shop/123901179,准五星商户,http://www.dianping.com/shop/123901179#comment,1,￥11,/,卓越intown负086-2,口味.|环境.|服务.
8,盛和品的米粉铺(新洲店),http://www.dianping.com/shop/122483217,准五星商户,http://www.dianping.com/shop/122483217#comment,1,￥,,洲118104铺位,口味.|环境.|服务.
8,乾杯烧肉居酒屋,http://www.dianping.com/shop/123398175,准五星商户,http://www.dianping.com/shop/123398175#comment,11,￥,/,33岸购物负037-038铺,口味.|环境.|服务.1
8,献上果子(深圳湾万象城店),http://www.dianping.com/shop/124528412,准五星商户,http://www.dianping.com/shop/124528412#comment,1,￥,,粤科苑2888万象B140J商铺,口味.|环境.|服务.
8,卅卅SASA红油串串(万科里店),http://www.dianping.com/shop/124746612,准五星商户,http://www.dianping.com/shop/124746612#comment,1,￥,,翔3999万科里B1-35/36商铺,口味.|环境.1|服务.
8,潮汕喜鹅饭店(金丰城店),http://www.dianping.com/shop/97590374,五星商户,http://www.dianping.com/shop/97590374#comment,1,￥,汕,丰负,口味.|环境.|服务.
8,和牛食验室WagyuLab,http://www.dianping.com/shop/121865736,五星商户,http://www.dianping.com/shop/121865736#comment,,￥1,/,355庭裙3,口味.|环境.|服务.
8,李记湛光蚝莊(下沙三分店),http://www.dianping.com/shop/110605494,五星商户,http://www.dianping.com/shop/110605494#comment,,￥1,,下社下司8栋106,口味.|环境.|服务.
8,鱼小妖·江南意境菜(IBC MALL分店),http://www.dianping.com/shop/123807472,准五星商户,http://www.dianping.com/shop/123807472#comment,,￥,,布3008IBCMALLL4-03A/03B,口味.|环境.1|服务.
8,辻利茶舖TSUJIRI(万象城店),http://www.dianping.com/shop/123213437,准四星商户,http://www.dianping.com/shop/123213437#comment,,￥,,蔡屋围万象B1B38,口味.|环境.|服务.
8,卜卜贝海鲜火锅(海岸城旗舰店),http://www.dianping.com/shop/123909101,准五星商户,http://www.dianping.com/shop/123909101#comment,1,￥,,后A248-49,口味.|环境.|服务.
8,利宝阁(嘉里店),http://www.dianping.com/shop/15104339,准五星商户,http://www.dianping.com/shop/15104339#comment,1,￥1,粤,里座2,口味.|环境.1|服务.
9,WOODPECKER SMOKEHOUSE 啄木鸟熏房,http://www.dianping.com/shop/110249791,准五星商户,http://www.dianping.com/shop/110249791#comment,,￥,,田水围社水围153栋102,口味.|环境.|服务.
9,SHAUGHNESSY Restaurant & Bar,http://www.dianping.com/shop/112226709,五星商户,http://www.dianping.com/shop/112226709#comment,1,￥11,,科苑国储能负10-11铺,口味.1|环境.|服务.1
9,东宝制造·海鲜火锅(绿城店),http://www.dianping.com/shop/38306284,四星商户,http://www.dianping.com/shop/38306284#comment,111,￥,,岗凯悦绿裙,口味.|环境.|服务.
9,海底捞火锅(福华三路店),http://www.dianping.com/shop/8039208,五星商户,http://www.dianping.com/shop/8039208#comment,1,￥1,,卓越世纪INTOWNL401/L402,口味.|环境.1|服务.
9,.jpg咖啡,http://www.dianping.com/shop/124946916,五星商户,http://www.dianping.com/shop/124946916#comment,1,￥,咖啡,田星COCOpark负超级物种口,口味.|环境.|服务.1
9,玥幕 DayNatt Cafe & Cocktail,http://www.dianping.com/shop/123837406,准五星商户,http://www.dianping.com/shop/123837406#comment,11,￥,咖啡,闻2,口味.|环境.1|服务.
9,OASI by Ciao Amici,http://www.dianping.com/shop/101949574,五星商户,http://www.dianping.com/shop/101949574#comment,,￥,,科苑3223,口味.1|环境.|服务.1
9,二毛田野·健康草本饮品(海岸城店),http://www.dianping.com/shop/123398555,四星商户,http://www.dianping.com/shop/123398555#comment,1,￥,,岸购物负005铺,口味.|环境.|服务.
9,王品牛排(海岸城店),http://www.dianping.com/shop/58500262,五星商户,http://www.dianping.com/shop/58500262#comment,11,￥1,,33岸购物3,口味.|环境.|服务.
9,火堯火锅,http://www.dianping.com/shop/113182842,五星商户,http://www.dianping.com/shop/113182842#comment,,￥,,38之窗1,口味.1|环境.|服务.
9,青山花园Aoyama Garden,http://www.dianping.com/shop/123419028,五星商户,http://www.dianping.com/shop/123419028#comment,1,￥,,科苑万象3L380商铺,口味.|环境.|服务.
9,海底捞火锅(壹方城店),http://www.dianping.com/shop/97989367,五星商户,http://www.dianping.com/shop/97989367#comment,,￥1,,壹方购物L5008商铺,口味.|环境.|服务.
9,虾小士·小龙虾轻食(皇庭广场店),http://www.dianping.com/shop/122427468,四星商户,http://www.dianping.com/shop/122427468#comment,,￥,,118庭L26A,口味.1|环境.|服务.
9,点都德(海岸城店),http://www.dianping.com/shop/95964156,准五星商户,http://www.dianping.com/shop/95964156#comment,,￥,粤,粤后以央商务1期A座,口味.|环境.|服务.
9,蔡南家·湘味小馆(紫竹园店),http://www.dianping.com/shop/111617948,准五星商户,http://www.dianping.com/shop/111617948#comment,11,￥,湘,紫竹FTZ自贸2206-213商铺,口味.|环境.|服务.
10,温野菜日本涮涮锅专门店(欢乐海岸店),http://www.dianping.com/shop/122016436,五星商户,http://www.dianping.com/shop/122016436#comment,1,￥1,,2008曲水6C,口味.1|环境.|服务.
10,Frenchie Patisserie法式甜品,http://www.dianping.com/shop/96723768,五星商户,http://www.dianping.com/shop/96723768#comment,1,￥,,科技期A座100,口味.|环境.1|服务.1
10,热岚椰风(皇庭店),http://www.dianping.com/shop/127768448,四星商户,http://www.dianping.com/shop/127768448#comment,,,,118庭庭B1-H-22摩卡,口味.|环境.1|服务.
10,翠园JADE GARDEN,http://www.dianping.com/shop/45261496,准五星商户,http://www.dianping.com/shop/45261496#comment,11,￥,粤,方购物6,口味.|环境.|服务.
10,蓝礼 Boîte Bleue,http://www.dianping.com/shop/120025500,五星商户,http://www.dianping.com/shop/120025500#comment,1,￥1,咖啡,世纪商务B座434306室,口味.|环境.1|服务.1
10,海底捞火锅(时代城店),http://www.dianping.com/shop/96096015,五星商户,http://www.dianping.com/shop/96096015#comment,,￥1,,时代与宝叉口时代5,口味.|环境.|服务.
10,赤賦燒肉酒場,http://www.dianping.com/shop/108429487,五星商户,http://www.dianping.com/shop/108429487#comment,11,￥,/,田28（马良图旁边）,口味.1|环境.|服务.1
10,日福烤吧世界,http://www.dianping.com/shop/4590932,准四星商户,http://www.dianping.com/shop/4590932#comment,,￥,,59,口味.|环境.1|服务.
10,王品牛排(益田假日广场店),http://www.dianping.com/shop/2723608,五星商户,http://www.dianping.com/shop/2723608#comment,1,￥,,9028益田假日3F,口味.|环境.1|服务.
10,鲟龙记酸菜鱼(车公庙店),http://www.dianping.com/shop/121709696,准五星商户,http://www.dianping.com/shop/121709696#comment,1,￥,|,然然213栋1B-1,口味.|环境.|服务.
10,江叶食堂·居酒屋(罗湖店),http://www.dianping.com/shop/108186499,五星商户,http://www.dianping.com/shop/108186499#comment,,￥1,,4014,口味.|环境.1|服务.1
10,鲈迅酸菜鲈鱼(罗湖地王店),http://www.dianping.com/shop/103576879,五星商户,http://www.dianping.com/shop/103576879#comment,,￥,|,5002地王购物,口味.|环境.1|服务.
10,西堤牛排(深圳中心城店),http://www.dianping.com/shop/17974318,准五星商户,http://www.dianping.com/shop/17974318#comment,,￥1,,3L,口味.|环境.|服务.
10,汕头八合里海记牛肉店(南园路店),http://www.dianping.com/shop/18427889,准五星商户,http://www.dianping.com/shop/18427889#comment,,￥,汕,浦首48,口味.1|环境.|服务.
10,彩云宴·云南菜(凯德公园一号店),http://www.dianping.com/shop/97937340,五星商户,http://www.dianping.com/shop/97937340#comment,1,￥,|滇,凯132铺,口味.|环境.|服务.1
11,红厨,http://www.dianping.com/shop/82879105,五星商户,http://www.dianping.com/shop/82879105#comment,1,￥1,,田购物地铁B出口扶手电梯,口味.|环境.1|服务.
11,梧桐(海岸城店),http://www.dianping.com/shop/79359872,准五星商户,http://www.dianping.com/shop/79359872#comment,,￥1,,33岸购物4423,口味.|环境.|服务.1
11,隴熙火锅(深业上城店),http://www.dianping.com/shop/122599589,四星商户,http://www.dianping.com/shop/122599589#comment,,￥11,,莲社岗5001商综9栋T3091,口味.1|环境.|服务.
11,瀛锅,http://www.dianping.com/shop/107760955,五星商户,http://www.dianping.com/shop/107760955#comment,,￥,,卓越时代期座120-121,口味.1|环境.1|服务.
11,合気屋·居酒屋,http://www.dianping.com/shop/97816134,准五星商户,http://www.dianping.com/shop/97816134#comment,1,￥1,,2009亿达3栋112,口味.|环境.|服务.
11,海底捞火锅(马成时代广场店),http://www.dianping.com/shop/98216024,五星商户,http://www.dianping.com/shop/98216024#comment,1,￥1,,89马时代M302、M320、305、306商铺,口味.1|环境.1|服务.
11,海底捞火锅(汉京大厦店),http://www.dianping.com/shop/8039239,五星商户,http://www.dianping.com/shop/8039239#comment,,￥1,,登良23国际2-3,口味.1|环境.|服务.
